yearweek_dt,unit_sales_FOODS_2_044,unit_sales_FOODS_3_030,unit_sales_FOODS_3_185,unit_sales_FOODS_3_393,unit_sales_HOBBIES_1_418,unit_sales_HOUSEHOLD_1_219,unit_sales_HOUSEHOLD_1_416,sell_price_FOODS_2_044,sell_price_FOODS_3_030,sell_price_FOODS_3_185,sell_price_FOODS_3_393,sell_price_HOBBIES_1_418,sell_price_HOUSEHOLD_1_219,sell_price_HOUSEHOLD_1_416,month,yearmonth,wm_yr_wk,yeariso,weekiso,CCI_USA,event_name_1,event_name_2,snap_CA
2013-10-13,3.0,48.0,32.0,21.0,6.0,11.0,19.0,2.5,1.38,2.25,3.5,3.98,6.48,3.47,October,201310,11337,2013,40,98.68085,,,1.0
2013-10-20,3.0,50.0,24.0,30.0,1.0,10.0,9.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,October,201310,11338,2013,41,98.68085,,,0.0
2013-10-27,0.0,68.0,16.0,34.0,2.0,12.0,14.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,October,201310,11339,2013,42,98.68085,,,0.0
2013-11-03,6.0,60.0,7.0,79.0,1.0,13.0,8.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,October,201310,11340,2013,43,98.68085,,,0.0
2013-11-10,2.0,55.0,11.0,45.0,2.0,11.0,10.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,November,201311,11341,2013,44,98.78904,,,1.0
2013-11-17,0.0,52.0,4.0,43.0,2.0,15.0,12.0,2.5,1.0,2.25,3.5,3.98,6.48,3.66,November,201311,11342,2013,45,98.78904,,,1.0
2013-11-24,0.0,135.0,5.0,68.0,3.0,6.0,8.0,2.5,1.0,2.25,3.5,3.98,6.48,3.66,November,201311,11343,2013,46,98.78904,,,0.0
2013-12-01,0.0,317.0,8.0,40.0,2.0,18.0,5.0,2.5,1.0,2.25,3.5,3.98,6.48,3.66,November,201311,11344,2013,47,98.78904,,,0.0
2013-12-08,0.0,208.0,4.0,20.0,2.0,10.0,10.0,2.5,1.0,2.25,3.5,3.98,6.48,3.66,December,201312,11345,2013,48,99.11606,,,1.0
2013-12-15,0.0,204.0,7.0,23.0,2.0,38.0,6.0,2.5,1.0,2.25,3.5,3.98,6.48,3.66,December,201312,11346,2013,49,99.11606,,,1.0
2013-12-22,0.0,237.0,6.0,33.0,0.0,17.0,10.0,2.5,1.0,2.25,3.5,3.98,6.48,3.66,December,201312,11347,2013,50,99.11606,,,0.0
2013-12-29,0.0,166.0,5.0,24.0,0.0,19.0,6.0,2.5,1.0,2.25,3.5,3.98,6.48,3.66,December,201312,11348,2013,51,99.11606,,,0.0
2014-01-05,0.0,353.0,7.0,19.0,2.0,14.0,9.0,2.5,1.0,2.25,3.5,3.98,6.48,3.66,December,201312,11349,2013,52,99.11606,,,0.0
2014-01-12,7.0,483.0,17.0,19.0,4.0,13.0,3.0,2.5,1.0,2.25,3.5,3.98,6.48,3.66,January,201401,11350,2014,1,99.30221,,,0.0
2014-01-19,8.0,101.0,17.0,23.0,3.0,6.0,3.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,January,201401,11351,2014,2,99.30221,,,0.0
2014-01-26,13.0,108.0,15.0,27.0,1.0,4.0,6.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,January,201401,11352,2014,3,99.30221,,,0.0
2014-02-02,8.0,0.0,11.0,40.0,1.0,8.0,5.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,January,201401,11353,2014,4,99.30221,,,0.0
2014-02-09,8.0,0.0,3.0,40.0,2.0,3.0,7.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,February,201402,11401,2014,5,99.37769,SuperBowl,,1.0
2014-02-16,8.0,68.0,8.0,22.0,7.0,2.0,2.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,February,201402,11402,2014,6,99.37769,,,1.0
2014-02-23,9.0,58.0,6.0,29.0,0.0,10.0,4.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,February,201402,11403,2014,7,99.37769,,,0.0
2014-03-02,4.0,55.0,0.0,20.0,0.0,4.0,6.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,February,201402,11404,2014,8,99.37769,,,0.0
2014-03-09,0.0,43.0,0.0,37.0,1.0,11.0,7.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,March,201403,11405,2014,9,99.41241,,,1.0
2014-03-16,4.0,42.0,0.0,43.0,2.0,16.0,6.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,March,201403,11406,2014,10,99.41241,,,1.0
2014-03-23,7.0,62.0,0.0,35.0,4.0,7.0,8.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,March,201403,11407,2014,11,99.41241,Purim End,,0.0
2014-03-30,6.0,52.0,0.0,7.0,2.0,4.0,3.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,March,201403,11408,2014,12,99.41241,,,0.0
2014-04-06,4.0,61.0,0.0,42.0,2.0,7.0,2.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,March,201403,11409,2014,13,99.41241,,,0.0
2014-04-13,3.0,80.0,0.0,43.0,3.0,4.0,1.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,April,201404,11410,2014,14,99.49106,,,1.0
2014-04-20,6.0,27.0,0.0,51.0,5.0,8.0,2.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,April,201404,11411,2014,15,99.49106,,,0.0
2014-04-27,4.0,0.0,0.0,31.0,1.0,6.0,3.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,April,201404,11412,2014,16,99.49106,Easter,OrthodoxEaster,0.0
2014-05-04,5.0,0.0,0.0,36.0,3.0,13.0,4.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,April,201404,11413,2014,17,99.49106,,,0.0
2014-05-11,6.0,0.0,0.0,32.0,0.0,10.0,5.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,May,201405,11414,2014,18,99.47639,,,1.0
2014-05-18,5.0,0.0,0.0,38.0,5.0,5.0,6.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,May,201405,11415,2014,19,99.47639,Mother's day,,0.0
2014-05-25,3.0,119.0,0.0,35.0,1.0,5.0,10.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,May,201405,11416,2014,20,99.47639,,,0.0
2014-06-01,9.0,62.0,0.0,17.0,1.0,7.0,9.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,May,201405,11417,2014,21,99.47639,,,0.0
2014-06-08,4.0,51.0,0.0,17.0,4.0,4.0,16.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,June,201406,11418,2014,22,99.44794,,,1.0
2014-06-15,6.0,63.0,0.0,20.0,3.0,12.0,14.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,June,201406,11419,2014,23,99.44794,,,1.0
2014-06-22,7.0,74.0,0.0,25.0,1.0,2.0,0.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,June,201406,11420,2014,24,99.44794,NBAFinalsEnd,Father's day,0.0
2014-06-29,8.0,91.0,0.0,27.0,5.0,7.0,19.0,2.5,1.38,2.25,3.5,3.98,6.48,3.66,June,201406,11421,2014,25,99.44794,,,0.0
2014-07-06,1.0,51.0,0.0,26.0,2.0,9.0,12.0,2.75,1.38,2.25,3.5,3.98,6.48,3.66,June,201406,11422,2014,26,99.44794,Ramadan starts,,0.0
2014-07-13,5.0,94.0,0.0,34.0,4.0,13.0,19.0,2.75,1.38,2.25,3.5,3.98,6.48,3.66,July,201407,11423,2014,27,99.43913,,,1.0
2014-07-20,6.0,75.0,0.0,34.0,0.0,10.0,15.0,2.75,1.38,2.25,3.5,3.98,6.48,3.66,July,201407,11424,2014,28,99.43913,,,0.0
2014-07-27,4.0,25.0,0.0,15.0,6.0,11.0,11.0,2.75,1.38,2.25,3.5,3.98,6.48,3.66,July,201407,11425,2014,29,99.43913,,,0.0
2014-08-03,1.0,0.0,0.0,32.0,6.0,4.0,9.0,2.75,1.38,2.25,3.5,3.98,6.48,3.66,July,201407,11426,2014,30,99.43913,,,0.0
2014-08-10,8.0,0.0,0.0,27.0,6.0,4.0,17.0,2.75,1.38,2.25,3.5,3.98,6.48,3.66,August,201408,11427,2014,31,99.54134,,,1.0
2014-08-17,4.0,0.0,0.0,25.0,2.0,12.0,14.0,2.75,1.38,2.25,3.5,3.98,6.48,3.66,August,201408,11428,2014,32,99.54134,,,1.0
2014-08-24,2.0,68.0,0.0,16.0,3.0,8.0,14.0,2.75,1.38,2.25,3.5,3.98,6.48,3.66,August,201408,11429,2014,33,99.54134,,,0.0
2014-08-31,3.0,66.0,0.0,4.0,1.0,12.0,6.0,2.75,1.38,2.25,3.5,3.98,6.48,3.66,August,201408,11430,2014,34,99.54134,,,0.0
2014-09-07,10.0,60.0,0.0,29.0,3.0,11.0,10.0,2.75,1.38,2.25,3.5,3.98,6.48,3.66,August,201408,11431,2014,35,99.54134,,,0.0
2014-09-14,5.0,43.0,0.0,25.0,5.0,9.0,12.0,2.75,1.48,2.25,3.5,3.98,6.48,3.66,September,201409,11432,2014,36,99.76144,,,1.0
2014-09-21,6.0,50.0,0.0,37.0,0.0,15.0,12.0,2.75,1.48,2.25,3.5,3.98,6.48,3.66,September,201409,11433,2014,37,99.76144,,,0.0
2014-09-28,3.0,48.0,0.0,13.0,1.0,14.0,9.0,2.75,1.48,2.25,3.5,3.98,6.48,3.66,September,201409,11434,2014,38,99.76144,,,0.0
2014-10-05,3.0,52.0,0.0,30.0,2.0,18.0,12.0,2.75,1.48,2.25,3.5,3.98,6.48,3.66,September,201409,11435,2014,39,99.76144,,,0.0
2014-10-12,11.0,42.0,0.0,38.0,1.0,8.0,8.0,2.75,1.48,2.25,3.5,3.98,6.48,3.66,October,201410,11436,2014,40,100.0709,,,1.0
2014-10-19,10.0,59.0,0.0,6.0,2.0,15.0,33.0,2.75,1.48,2.25,3.5,3.98,6.48,3.66,October,201410,11437,2014,41,100.0709,,,0.0
2014-10-26,3.0,49.0,0.0,38.0,4.0,19.0,14.0,2.75,1.48,2.25,3.5,3.98,6.48,3.66,October,201410,11438,2014,42,100.0709,,,0.0
2014-11-02,11.0,42.0,0.0,24.0,4.0,23.0,11.0,2.75,1.48,2.25,3.5,3.98,6.48,3.66,October,201410,11439,2014,43,100.0709,,,0.0
2014-11-09,11.0,47.0,0.0,1.0,0.0,25.0,12.0,2.75,1.48,2.25,3.5,3.98,6.48,3.88,November,201411,11440,2014,44,100.4505,,,1.0
2014-11-16,6.0,35.0,0.0,31.0,2.0,17.0,8.0,2.75,1.48,2.25,3.5,3.98,6.48,3.88,November,201411,11441,2014,45,100.4505,,,1.0
2014-11-23,12.0,0.0,0.0,34.0,2.0,13.0,7.0,2.75,1.48,2.25,3.5,3.98,6.48,3.88,November,201411,11442,2014,46,100.4505,,,0.0
2014-11-30,10.0,0.0,0.0,33.0,1.0,13.0,8.0,2.75,1.48,2.25,3.5,3.98,6.48,3.88,November,201411,11443,2014,47,100.4505,,,0.0
2014-12-07,3.0,0.0,0.0,16.0,3.0,17.0,6.0,2.75,1.48,2.25,3.5,3.98,6.48,3.88,November,201411,11444,2014,48,100.4505,,,0.0
2014-12-14,4.0,0.0,0.0,33.0,4.0,2.0,15.0,2.75,1.48,2.25,3.5,3.98,6.48,3.88,December,201412,11445,2014,49,100.8715,,,1.0
2014-12-21,4.0,0.0,0.0,38.0,1.0,10.0,5.0,2.75,1.48,2.25,3.5,3.98,6.48,3.88,December,201412,11446,2014,50,100.8715,,,0.0
2014-12-28,3.0,0.0,0.0,42.0,2.0,20.0,7.0,2.75,1.48,2.25,3.5,3.98,6.48,3.88,December,201412,11447,2014,51,100.8715,,,0.0
2015-01-04,5.0,0.0,0.0,43.0,1.0,18.0,5.0,2.75,1.48,2.25,3.5,3.98,6.48,3.88,December,201412,11448,2014,52,100.8715,,,0.0
2015-01-11,3.0,0.0,26.0,48.0,4.0,10.0,12.0,2.75,1.48,2.25,3.5,3.98,6.48,3.88,January,201501,11449,2015,1,101.1551,,,1.0
2015-01-18,11.0,40.0,17.0,55.0,1.0,5.0,9.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,January,201501,11450,2015,2,101.1551,,,0.0
2015-01-25,4.0,91.0,18.0,49.0,3.0,6.0,5.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,January,201501,11451,2015,3,101.1551,,,0.0
2015-02-01,4.0,47.0,28.0,36.0,5.0,8.0,4.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,January,201501,11452,2015,4,101.1551,,,0.0
2015-02-08,6.0,47.0,12.0,39.0,2.0,8.0,4.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,February,201502,11501,2015,5,101.1576,SuperBowl,,1.0
2015-02-15,14.0,27.0,23.0,11.0,3.0,1.0,4.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,February,201502,11502,2015,6,101.1576,,,1.0
2015-02-22,3.0,34.0,27.0,0.0,2.0,14.0,10.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,February,201502,11503,2015,7,101.1576,,,0.0
2015-03-01,8.0,50.0,13.0,12.0,3.0,6.0,5.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,February,201502,11504,2015,8,101.1576,,,0.0
2015-03-08,1.0,31.0,26.0,26.0,0.0,5.0,6.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,March,201503,11505,2015,9,101.054,,,1.0
2015-03-15,7.0,46.0,35.0,56.0,5.0,12.0,7.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,March,201503,11506,2015,10,101.054,,,1.0
2015-03-22,5.0,0.0,30.0,0.0,1.0,4.0,9.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,March,201503,11507,2015,11,101.054,,,0.0
2015-03-29,0.0,0.0,27.0,48.0,1.0,8.0,6.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,March,201503,11508,2015,12,101.054,,,0.0
2015-04-05,0.0,0.0,34.0,36.0,6.0,8.0,3.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,March,201503,11509,2015,13,101.054,,,0.0
2015-04-12,0.0,0.0,35.0,72.0,2.0,5.0,2.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,April,201504,11510,2015,14,100.9952,Easter,,1.0
2015-04-19,0.0,0.0,48.0,51.0,1.0,7.0,5.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,April,201504,11511,2015,15,100.9952,OrthodoxEaster,,0.0
2015-04-26,0.0,43.0,30.0,32.0,3.0,4.0,7.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,April,201504,11512,2015,16,100.9952,,,0.0
2015-05-03,0.0,36.0,22.0,29.0,1.0,5.0,2.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,April,201504,11513,2015,17,100.9952,,,0.0
2015-05-10,0.0,59.0,24.0,44.0,1.0,10.0,7.0,2.75,1.48,1.98,3.5,3.98,6.48,3.88,May,201505,11514,2015,18,100.909,,,1.0
2015-05-17,0.0,54.0,15.0,109.0,2.0,3.0,7.0,2.75,1.48,2.48,3.5,3.98,6.48,3.88,May,201505,11515,2015,19,100.909,Mother's day,,1.0
2015-05-24,0.0,35.0,17.0,100.0,0.0,5.0,6.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,May,201505,11516,2015,20,100.909,,,0.0
2015-05-31,4.0,47.0,14.0,92.0,0.0,5.0,9.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,May,201505,11517,2015,21,100.909,,,0.0
2015-06-07,5.0,34.0,21.0,55.0,2.0,1.0,10.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,May,201505,11518,2015,22,100.909,,,0.0
2015-06-14,0.0,69.0,19.0,29.0,5.0,3.0,6.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,June,201506,11519,2015,23,100.9241,,,1.0
2015-06-21,6.0,62.0,17.0,1.0,2.0,3.0,17.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,June,201506,11520,2015,24,100.9241,,,0.0
2015-06-28,7.0,59.0,20.0,12.0,4.0,2.0,14.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,June,201506,11521,2015,25,100.9241,Father's day,,0.0
2015-07-05,3.0,48.0,14.0,24.0,2.0,4.0,18.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,June,201506,11522,2015,26,100.9241,,,0.0
2015-07-12,6.0,73.0,21.0,0.0,4.0,1.0,29.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,July,201507,11523,2015,27,100.801,,,1.0
2015-07-19,11.0,62.0,10.0,52.0,2.0,3.0,14.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,July,201507,11524,2015,28,100.801,,,0.0
2015-07-26,4.0,41.0,6.0,53.0,1.0,5.0,18.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,July,201507,11525,2015,29,100.801,,,0.0
2015-08-02,0.0,36.0,11.0,38.0,9.0,4.0,27.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,July,201507,11526,2015,30,100.801,,,0.0
2015-08-09,2.0,0.0,12.0,59.0,5.0,5.0,13.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,August,201508,11527,2015,31,100.5976,,,1.0
2015-08-16,6.0,0.0,20.0,48.0,7.0,5.0,20.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,August,201508,11528,2015,32,100.5976,,,1.0
2015-08-23,4.0,0.0,17.0,12.0,5.0,5.0,22.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,August,201508,11529,2015,33,100.5976,,,0.0
2015-08-30,1.0,41.0,9.0,12.0,4.0,3.0,25.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,August,201508,11530,2015,34,100.5976,,,0.0
2015-09-06,5.0,46.0,12.0,12.0,0.0,6.0,28.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,August,201508,11531,2015,35,100.5976,,,0.0
2015-09-13,3.0,61.0,12.0,0.0,5.0,9.0,33.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,September,201509,11532,2015,36,100.4144,,,1.0
2015-09-20,7.0,48.0,21.0,11.0,1.0,6.0,27.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,September,201509,11533,2015,37,100.4144,,,0.0
2015-09-27,2.0,0.0,15.0,48.0,2.0,7.0,15.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,September,201509,11534,2015,38,100.4144,,,0.0
2015-10-04,2.0,0.0,19.0,26.0,1.0,3.0,16.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,September,201509,11535,2015,39,100.4144,,,0.0
2015-10-11,4.0,0.0,10.0,24.0,6.0,6.0,20.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,October,201510,11536,2015,40,100.4458,,,1.0
2015-10-18,3.0,101.0,12.0,45.0,1.0,11.0,18.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,October,201510,11537,2015,41,100.4458,,,0.0
2015-10-25,2.0,97.0,19.0,23.0,8.0,5.0,11.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,October,201510,11538,2015,42,100.4458,,,0.0
2015-11-01,1.0,50.0,7.0,0.0,7.0,8.0,7.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,October,201510,11539,2015,43,100.4458,,,0.0
2015-11-08,10.0,68.0,9.0,1.0,0.0,4.0,8.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,November,201511,11540,2015,44,100.5708,,,1.0
2015-11-15,14.0,20.0,10.0,36.0,3.0,5.0,5.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,November,201511,11541,2015,45,100.5708,,,1.0
2015-11-22,7.0,0.0,9.0,58.0,18.0,16.0,10.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,November,201511,11542,2015,46,100.5708,,,0.0
2015-11-29,5.0,0.0,8.0,47.0,6.0,8.0,3.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,November,201511,11543,2015,47,100.5708,,,0.0
2015-12-06,8.0,0.0,7.0,29.0,4.0,3.0,3.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,November,201511,11544,2015,48,100.5708,,,0.0
2015-12-13,5.0,0.0,13.0,0.0,2.0,5.0,4.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,December,201512,11545,2015,49,100.675,,,1.0
2015-12-20,3.0,0.0,8.0,69.0,3.0,7.0,6.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,December,201512,11546,2015,50,100.675,,,0.0
2015-12-27,12.0,0.0,8.0,45.0,7.0,5.0,5.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,December,201512,11547,2015,51,100.675,,,0.0
2016-01-03,5.0,0.0,5.0,38.0,2.0,5.0,1.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,December,201512,11548,2015,52,100.675,,,0.0
2016-01-10,8.0,0.0,31.0,98.0,4.0,2.0,9.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,January,201501,11549,2015,53,101.1551,,,1.0
2016-01-17,13.0,0.0,9.0,60.0,7.0,1.0,3.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,January,201601,11551,2016,2,100.689,,,0.0
2016-01-24,5.0,0.0,15.0,54.0,0.0,2.0,3.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,January,201601,11552,2016,3,100.689,,,0.0
2016-01-31,12.0,0.0,9.0,53.0,2.0,6.0,3.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,January,201601,11601,2016,4,100.689,,,0.0
2016-02-07,6.0,0.0,18.0,36.0,0.0,2.0,3.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,February,201602,11602,2016,5,100.649,SuperBowl,,1.0
2016-02-14,5.0,72.0,12.0,59.0,12.0,7.0,3.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,February,201602,11603,2016,6,100.649,ValentinesDay,,0.0
2016-02-21,8.0,96.0,6.0,62.0,7.0,3.0,4.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,February,201602,11604,2016,7,100.649,,,0.0
2016-02-28,4.0,76.0,7.0,48.0,1.0,8.0,3.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,February,201602,11605,2016,8,100.649,,,0.0
2016-03-06,5.0,58.0,17.0,46.0,8.0,4.0,6.0,2.5,1.48,2.48,3.5,3.98,6.48,3.88,March,201603,11606,2016,9,100.6062,,,1.0
2016-03-13,6.0,65.0,19.0,42.0,3.0,5.0,9.0,2.5,1.48,2.48,3.56,3.98,6.48,3.88,March,201603,11607,2016,10,100.6062,,,0.0
2016-03-20,5.0,50.0,15.0,47.0,4.0,2.0,5.0,2.5,1.48,2.48,3.56,3.98,6.48,3.88,March,201603,11608,2016,11,100.6062,,,0.0
2016-03-27,12.0,79.0,18.0,56.0,5.0,5.0,12.0,2.5,1.48,2.48,3.56,3.98,6.48,3.88,March,201603,11609,2016,12,100.6062,Easter,,0.0
2016-04-03,11.0,69.0,9.0,62.0,2.0,4.0,3.0,2.5,1.48,2.48,3.56,3.98,6.48,3.88,April,201604,11610,2016,13,100.6299,,,1.0
2016-04-10,6.0,68.0,14.0,50.0,1.0,2.0,11.0,2.5,1.48,2.48,3.56,3.98,6.48,3.88,April,201604,11611,2016,14,100.6299,,,1.0
2016-04-17,13.0,52.0,12.0,62.0,4.0,6.0,14.0,2.5,1.48,2.48,3.56,3.98,6.48,3.88,April,201604,11612,2016,15,100.6299,,,0.0
2016-04-24,8.0,48.0,16.0,62.0,5.0,2.0,16.0,2.5,1.48,2.48,3.56,3.98,6.48,3.88,April,201604,11613,2016,16,100.6299,,,0.0
2016-05-01,5.0,59.0,10.0,70.0,10.0,3.0,8.0,2.5,1.48,2.48,3.56,3.98,6.48,3.88,May,201605,11614,2016,17,100.7612,OrthodoxEaster,,1.0
2016-05-08,4.0,47.0,13.0,45.0,1.0,3.0,10.0,2.5,1.48,2.48,3.56,3.98,6.48,3.88,May,201605,11615,2016,18,100.7612,Mother's day,,1.0
2016-05-15,8.0,42.0,14.0,58.0,7.0,5.0,10.0,2.5,1.48,2.48,3.56,3.98,6.48,3.88,May,201605,11616,2016,19,100.7612,,,0.0
2016-05-22,11.0,57.0,11.0,41.0,8.0,4.0,12.0,2.5,1.48,2.48,3.56,3.98,6.48,3.88,May,201605,11617,2016,20,100.7612,,,0.0
